序号,大类,分类,小类,意思,词类,单词,重复,有道音,解释,参考,例句,英文释义,关键字,有道义
16316,特性,类别,类别,典型,n.,archetype,,en ['ɑːkɪtaɪp] us ['ɑrkə'taɪp],原型；典型,,She is the archetype of an American movie star. 她是典型的美国影星。,"(noun) An original model of which all other similar concepts, objects, or persons are merely copied, derivative, emulated, or patterned; a prototype. | (verb) To depict as, model using, or otherwise associate an object or subject with an archetype.",,n. 原型
15146,特性,类别,类别,典型,a.,atypical,,en [eɪ'tɪpɪk(ə)l; æ-] us ['e'tɪpɪkl],非典型的；不合规则的,untypical,,(noun) An atypical antipsychotic. | (adjective) Not conforming to the normal type.,,adj. 非典型的；不合规则的
14749,特性,类别,类别,典型,a.,canonical,,en [kə'nɒnɪk(ə)l] us [kə'nɑnɪkl],典范的；典型的；标准的,,Ballard's status as a canonical writer巴拉德作为一名经典作家的地位,"(noun) The formal robes of a priest. | (adjective) Present in a canon, religious or otherwise.",,"adj. 按照宗法教规的；真经的；经典的；（数学表达式）最简洁的；准确的；权威的；公认的；与公理有关的；与教会有关的，与教士有关的
n. 教士的法衣（常复数）"
15401,特性,类别,类别,典型,a.,emblematic,3,en [ˌembləˈmætɪk] us [ˌɛmbləˈmætɪk],象征的，标记的,,Whiteness is emblematic of purity.  白色是纯洁的象征 ,"(adjective) Serving as, or relating to a symbol, emblem or illustration of a type.",,adj. 象征的；可当标志的
16629,特性,类别,类别,典型,n.,exemplar,,en [ɪg'zemplə; eg-] us [ɪɡ'zɛmplɑr],模范，榜样,,,"(noun) Something fit to be imitated; an ideal, a model.",,n. 模范，榜样；标本
5256,特性,类别,类别,典型,n.,paradigm,,en ['pærədaɪm] us ['pærə'daɪm],范例；词形变化表,,He had become the paradigm of the successful man.他已经成为成功人士的典范。a paradigm for students to copy供学生效法的榜样,"(noun) A pattern, a way of doing something, especially a pattern of thought, a system of beliefs, a conceptual framework.",,n. 范例；词形变化表
21877,特性,类别,类别,典型,a.,paradigmatic,,en [ˌpærədɪɡ'mætɪk] us [ˌpærədɪɡˈmætɪk],典范的,,Their great academic success was paraded as paradigmatic. 他们辉煌的学术成就被当作了典范。,"(noun) A writer of memoirs of religious persons, as examples of Christian excellence. | (adjective) Of or pertaining to a paradigm.",,adj. 纵聚合关系的；典范的
6354,特性,类别,类别,典型,n.,prototype,,en ['prəʊtətaɪp] us ['protə'taɪp],原型；典型,,He was the prototype of the elder statesman.他是老一辈政治家的典型。,"(noun) An original form or object which is a basis for other forms or objects (particularly manufactured items), or for its generalizations and models. | (verb) To create a prototype of.",,n. 原型；标准，模范
33292,特性,类别,类别,典型,n.,quintessence,,en [kwɪn'tes(ə)ns] us [kwɪn'tɛsns],精华；精髓；典型,,It was the quintessence of an English manor house. 那是典型的英式庄园宅第。,"(noun) A thing that is the most perfect example of its type; the most perfect embodiment of something; epitome, prototype. | (verb) To reduce to its purest and most concentrated essence.",,n. 精华；典范；第五元素（被视为地、水、火、风以外之构成宇宙的元素）
12566,特性,类别,类别,典型,a.,quintessential,,"en [,kwɪntɪ'senʃ(ə)l] us [,kwɪntɪ'sɛnʃəl]",典型的，典范的，完美的；精萃的,,He was the quintessential tough guy. 他是个典型的硬汉子。,(adjective) Of the nature of a quintessence (in all senses); ultimate.,,adj. 典型的，完美的；精髓的
28014,特性,类别,类别,典型,n.,showpiece,,en ['ʃəʊpiːs] us ['ʃopis], (尤指令人惊叹的)样品，典范,,The factory was to be a showpiece of Western investment in the East...这家工厂将会成为西方在东方投资的样板。,"(noun) Something that exhibits exceptional quality, something worth being shown.",,n. 展出品，展示品
4984,特性,类别,类别,典型,n.,stereotype,,en ['sterɪə(ʊ)taɪp; 'stɪərɪə(ʊ)-] us ['stɛrɪətaɪp],陈规老套；刻板印象,stereotypical,cultural/gender/racial stereotypes有关文化的╱性别的╱种族的旧框框,"(noun) A conventional, formulaic, and often oversimplified or exaggerated conception, opinion, or image of (a person). | (verb) To make a stereotype of someone or something, or characterize someone by a stereotype.",,"n. 陈腔滥调，老套；成见；铅版，铅版（浇铸或印刷）
v. 对……形成模式化的看法，对……存有成见；套用老套，使一成不变；使用铅版"
14344,特性,类别,类别,典型,vt.,typify,,en ['tɪpɪfaɪ] us ['tɪpɪfaɪ],代表；作为…的典型,,,"(verb) To embody, exemplify; to represent by an image, form, model, or resemblance.",,vt. 代表；作为…的典型；具有…的特点
20124,特性,类别,类别,典型,a.,uncharacteristic,,en [ˌʌnˌkærəktəˈrɪstɪk] us [ˌʌnkærəktəˈrɪstɪk],不典型的,,,(adjective) Not characteristic,,adj. 无典型特征的；不典型的
9977,特性,类别,类别,多样,a.,assorted,,en [ə'sɔːtɪd] us [ə'sɔrtəd],杂类的；按类划分的,,"It should be a great week, with overnight stops in assorted hotels in the West Highlands.那一周会过得很开心，晚上可以在西部高地上的各式旅馆里过夜。",(verb) To sort or arrange according to characteristic or class. | (adjective) Composed of a number of different kinds or types; mixed; miscellaneous.,,"adj. 组合的；各种各样的；混杂的
v. 把…分等级；把…归为一类（assort的过去分词）"
8964,特性,类别,类别,多样,n.,assortment,,en [ə'sɔːtm(ə)nt] us [ə'sɔrtmənt],各种各样；五颜六色；什锦,,She was wearing an odd assortment of clothes.她穿着奇装异服。,(noun) A collection of varying but related items.,,n. 分类；混合物
11407,特性,类别,类别,多样,n.,collage,,en ['kɒlɑːʒ; kə'lɑːʒ] us [kə'lɑʒ],拼贴画；杂烩,,an interesting collage of 1960s songs有趣的 20 世纪 60 年代歌曲的收藏集,(noun) A picture made by sticking other pictures onto a surface. | (verb) To make into a collage.,,"n. 抽象拚贴画（用报纸、布、压平的花等碎片拼合而成的）
vt. 把…创作成拼贴画，拼贴"
2830,特性,类别,类别,多样,a.,diverse,,en [daɪ'vɜːs; 'daɪvɜːs] us [daɪ'vɝs],不同的，多种多样的,,,(adjective) Consisting of many different elements; various. | (adverb) In different directions; diversely.,,adj. 不同的，相异的；多种多样的，形形色色的
13673,特性,类别,类别,多样,a.,heterogeneous,,"en [,het(ə)rə(ʊ)'dʒiːnɪəs; -'dʒen-] us ['hɛtərə'dʒinɪəs]",不同成分组成的；完全异类的,,,(adjective) Diverse in kind or nature; composed of diverse parts.,,adj. 由很多种类组成的，混杂的；各种各样的；（化学）不均一的，多相的；（数学）不纯一的，参差的
20578,特性,类别,类别,多样,n.,kaleidoscope,,en [kə'laɪdəskəʊp] us [kə'laɪdəskop],万花筒；千变万化,,the kaleidoscope of life人生沧桑,(noun) A tube of mirrors containing loose coloured beads etc. that is rotated to produce a succession of symmetrical designs. | (verb) To move in shifting patterns.,,n. 万花筒；千变万化
22935,特性,类别,类别,多样,a.,manifold,,en ['mænɪfəʊld] us ['mænɪfold],多种形式的；多方面的,,The difficulties are manifold.困难是多种多样的。,(noun) A copy made by the manifold writing process. | (adjective) Various in kind or quality; diverse.,,"adj. 多种多样的，许多种类的
n. （汽车引擎用以进气和排气）歧管，多支管；有多种形式之物；流形
adv. 非常多
v. 复印；使……多样化
n. (Manifold) （美、英、澳）马尼福尔德（人名）"
14418,特性,类别,类别,多样,n.,medley,,en ['medlɪ] us ['mɛdli],杂烩；什锦；混合,,a medley of different ideas一群各怀己见的乌合之众；an interesting medley of flavours有趣的调料大杂烩；a medley of races in Hawaii夏威夷的多种族共聚；individual medley个人混合泳；medley relay混合泳接力,"(noun) Combat, fighting; a battle. | (verb) To combine, to form a medley.",,"n. 混合；混杂；混合物
adj. 混合的；拼凑的
n. (Medley)人名；(葡)梅德莱；(英、西)梅德利"
16246,特性,类别,类别,多样,a.,miscellaneous,,"en [,mɪsə'leɪnɪəs] us ['mɪsə'lenɪəs]",格式各样的；混杂的；多方面的,,,(adjective) Consisting of a variety of ingredients or parts.,,adj. 混杂的，各种各样的；多方面的，多才多艺的
33809,特性,类别,类别,多样,n.,miscellany,,en [mɪ'selənɪ] us ['mɪsəleni],混合物；大杂烩,,,(noun) Miscellaneous items.,,n. 杂录，杂集；混杂；混合物
16834,特性,类别,类别,多样,a.,motley,,en ['mɒtlɪ] us ['mɑtli],混杂的；五颜六色的,,His friends were a motley crew. 他的朋友三教九流全有；put on [wear](the) motley扮演丑角；装傻；作科打诨 ,"(noun) An incongruous mixture. | (adjective) Comprising greatly varied elements, to the point of incongruity; heterogeneous.",,"adj. 杂色的；混杂的
n. 混杂物；（小丑的）杂色衣服
n. (Motley) （美、英、加）莫特利（人名）"
33431,特性,类别,类别,多样,a.,multifarious,,"en [,mʌltɪ'feərɪəs] us [,mʌltɪ'fɛrɪəs]",多种多样的,,The reasons for closure are multifarious.关闭是多种原因造成的。,(adjective) Having great diversity or variety; of various kinds; made up of many differing parts; manifold.,,adj. 多种的；各式各样的；多方面的；多样性的
14883,特性,类别,类别,多样,n.,multiplicity,,"en [,mʌltɪ'plɪsɪtɪ] us [,mʌltɪ'plɪsəti]",多种多样；大量,,a multiplicity of ideas许多主意,(noun) The state of being made of multiple diverse elements.,,n. 多样性；[物] 多重性
7218,特性,类别,类别,多样,a.,myriad,,en ['mɪrɪəd] us [ 'miriəd ],无数的；各式各样的,,,"(noun) Ten thousand; 10,000 | (adjective) (modifying a singular noun) Multifaceted, having innumerable elements",,"adj. 无数的；种种的
n. 无数，极大数量；无数的人或物"
22352,特性,类别,类别,多样,a.,sundry,,en ['sʌndrɪ] us ['sʌndri],各式各样的,,"all and sundry所有人；各色人等；The club is open to all and sundry. 这个俱乐部什么人都可以加入。She could ring for food and drink, laundry and sundry services.她可以打电话点餐，叫人来取要洗的衣服以及叫其他各种服务。",(noun) (usually in the plural) A minor miscellaneous item. | (adjective) Separate; distinct; diverse.,,"adj. 杂的；各式各样的
n. 杂货；杂项"
10560,特性,类别,类别,多样,n.,tapestry,,en ['tæpɪstrɪ] us ['tæpəstri],挂毯；图案复杂丰富的事物,,,"(noun) A heavy woven cloth, often with decorative pictorial designs, normally hung on walls. | (verb) To decorate with tapestry, or as if with a tapestry.",,"n. 织锦；挂毯；绣帷
vt. 用挂毯装饰"
860,特性,类别,类别,多样,a.,various,,en ['veərɪəs] us ['vɛrɪəs],各式各样的；多方面的；各个的,,,(adjective) Having a broad range (of different elements).,,adj. 各种各样的；多方面的
14960,特性,类别,类别,多样/混杂,n.,concoction,,en [kən'kɒkʃn] us [kən'kɑkʃən],混合；调合,,,"(noun) The preparing of a medicine, food or other substance out of many ingredients.",,n. 混合；调合；调合物
51030,特性,类别,类别,多样/混杂,n.,farrago,,en [fə'rɑːgəʊ] us [fə'rɑɡo],混杂物；大杂烩,,His own books and memoirs are a farrago of half-truth and outright invention.他自己的那些书和回忆录都是掺杂着半真半假的叙述和彻头彻尾的编造的大杂烩。,(noun) A collection containing a confused variety of miscellaneous things.,,n. 混杂物；混杂
20551,特性,类别,类别,多样/混杂,n.,hodgepodge,,en ['hɒdʒpɒdʒ] us ['hɑdʒpɑdʒ],混杂物；大杂烩,,"a hodgepodge of maps, small tools, and notebooks.地图、小工具和笔记本胡乱堆在一起","(noun) A hotchpotch; a collection containing a variety of miscellaneous things. | (verb) To move or position in an erratic, disorganised manner.",,"n. 大杂烩；混煮；一团糟
vt. 使混乱"
6K+,特性,类别,类别,多样/混杂,n.,hotchpotch,,en ['hɒtʃpɒtʃ] us ['hɑtʃ'pɑtʃ],混合拼凑,,The palace is a complete hotch-potch of architectural styles.这座宫殿完全是各种建筑风格的大杂烩。,"(noun) A hotchpotch; a collection containing a variety of miscellaneous things. | (noun) The blending together of property so as to achieve equal division, especially in the case of divorce or intestacy.",,n. 杂烩
25155,特性,类别,类别,多样/混杂,n.,melange,,en [me'lɑnʒ] us [ mei'la:nʒ ],"（尤指吸引人或令人兴奋的）混合物,大杂烩 ",,"a successful melange of music styles, from soul and rhythm and blues to rap从灵乐、节奏布鲁斯到说唱等各种音乐风格的成功组合；a wonderful melange of flavours不同风味的奇妙组合；a melange of different cultures不同文化的融合",(noun) A mixture of different things; a disordered mixture.,,n. 混合物；文学作品的杂集
6K+,特性,类别,类别,多样/混杂,n.,mingle-mangle,,en ['miŋɡl'mæŋɡl] us [ 'miŋɡl'mæŋɡl ],杂乱的混合物,,,A confused mixture or jumble of things.,,n. 杂乱之混合物
27328,特性,类别,类别,多样/混杂,n.,mishmash,3,en ['mɪʃmæʃ] us ['mɪʃmæʃ],混杂物；杂烩,,a bizarre mishmash of colours and patterns.色彩和图案的奇怪组合,"(noun) A collection containing a variety of miscellaneous things. | (verb) To mix together, especially in a confused way.",,"n. 混杂物
vt. 使成为杂乱的一堆"
6K+,特性,类别,类别,多样/混杂,n.,omnium-gatherum,,en ['ɒmnɪəm'gæðərəm] us ['ɒmnɪrm'gæðərəm],杂凑；人物复杂的集会,,,(noun) A collection containing a variety of miscellaneous things.,,杂凑;人物复杂的集会;
23220,特性,类别,类别,多样/混杂,n.,potpourri,,"en [pəʊ'pʊərɪ; -'riː; pɒt'pʊərɪ] us [,popʊ'ri]",混杂物；杂烩；集锦 ,hodgepodge,a potpourri of architectural styles from all over the world.世界各地建筑风格的荟萃,"(noun) A collection of various things; an assortment, mixed bag or motley.",,n. 百花香；混合物；杂曲；大杂烩
57882,特性,类别,类别,多样/混杂,n.,ragbag,,en ['rægbæg] us ['ræɡbæɡ],杂七杂八的一堆；大杂烩,,a ragbag of ideas杂乱无章的观点；The government was still in effect a ragbag of Social Democrats and Liberals.该政府实际上仍是一个由社会民主党和自由党混合组成的大杂烩。,(noun) A collection containing a variety of miscellaneous things.,,n. 装破布的袋
6K+,特性,类别,类别,多样/混杂,n.,salmagundi,,"en [,sælmə'gʌndɪ] us [,sælmə'gʌndi]",杂凑；大杂烩；意式凉菜拼盘,,,"(noun) A food consisting of chopped meat and pickled herring, with oil, vinegar, pepper, and onions.",,n. 大杂烩；意式凉菜拼盘；杂录
22118,特性,类别,类别,多样/混杂,n.,smorgasbord,,en ['smɔrgəs'bɔrd] us [ 'smɔ:gəsbɔ:d ],瑞典式开胃美食集锦（或自助美食集锦）；大杂烩；各式各样,,Further Education colleges with a smorgasbord of academic and vocational courses.提供广泛的学科课程和职业培训课程的进修学院,(noun) A Swedish-style buffet comprising a variety of cold sandwiches and other dishes; (by extension) any buffet with a wide selection of dishes.,,n. 瑞典式自助餐（餐前冷菜及冷菜宴会）；大杂烩
25526,特性,类别,类别,多样/混杂,n.,welter,,en ['weltə] us ['wɛltɚ],（杂乱的）一堆；一片；一批,clutter；jumble；muddle,patients with a welter of confusing symptoms.有一堆疑难症状的病人；a welter of information一大堆杂乱的信息,(noun) A general confusion or muddle. | (verb) To roll around; to wallow.,,"v. 翻滚；倒在血泊中（无助）；沉溺；起伏
n. 杂乱的一堆；一片混乱；翻滚；起伏"
14954,特性,类别,类别,公共,n.,commonality,,en [kɒmə'nælɪtɪ] us ['kɑmənəlti],公共；共性；平民,,We don't have the same commonality of interest...我们没有共同的兴趣。,(noun) The common people; the commonalty,,n. 公共；共性；平民
6487,特性,类别,类别,公共,a.,communal,,en ['kɒmjʊn(ə)l; kə'mjuː-] us [kəˈmjunəl],公有的，共有的；公用的，共用的；集体主义的,,The inmates ate in a communal dining room.囚犯们在公共餐厅吃饭。As a student he tried communal living for a few years. 当学生时他尝试过几年集体生活。,(adjective) Pertaining to a community,,"adj. 公共的；公社的
n. (Communal)人名；(法)科米纳尔"
13364,特性,类别,类别,公共,a.,participatory,,en [pɑ:tɪsɪ'peɪtərɪ] us [pɑr'tɪsəpətɔri],参与式的,,,(adjective) Relating to participation.,,adj. 供人分享的；吸引参与的
17921,特性,类别,类别,基础,a.,basal,,en ['beɪs(ə)l] us ['besl],基部的；基础的；最低限度的,,Regular exercise can increase your basal metabolic rate...定期运动能够提高你的基础代谢率。,"(noun) Base, bottom, minimum | (adjective) Basic, elementary; relating to, or forming, the base, or point of origin.",,adj. 基部的；基础的；最低限度的
6051,特性,类别,类别,基础,n.,baseline,,en ['beɪslaɪn] us ['beslaɪn],基线,,,(noun) A line that is a base for measurement or for construction. | (verb) To provide a baseline for measurement.,,n. 基线；底线
12860,特性,类别,类别,基础,n.,bedrock,,en ['bedrɒk] us ['bɛdrɑk],基岩；根底；基本原理,,Mutual trust is the bedrock of a relationship. 互信是交往的基石。,"(noun) The solid rock that exists at some depth below the ground surface. Bedrock is rock ""in place"", as opposed to material that has been transported from another location by weathering and erosion.",,n. [地质] 基岩；根底；基本原理
15402,特性,类别,类别,基础,a.,entry-level,,"en ['entri,levəl]",入门的；初级的,,,"(adjective) Simple enough to be appropriate to an inexperienced person, or to someone who does not need advanced features.",,adj. 入门的；初级的；最低阶层的；适合于初学者的
8025,特性,类别,类别,类似,a.,akin,,en [ə'kɪn] us [ə'kɪn],类似的；同类的；同族的,,What he felt was more akin to pity than love. 他感受到的更像怜悯，而不是爱。,(adjective) (of persons) Of the same kin; related by blood.,,"adj. 类似的；同类的；同族的
n. (Akin)人名；(土、瑞典、尼日利)阿金；(匈)奥金；(英)埃金"
4428,特性,类别,类别,类似,n.,alike,,en [ə'laɪk] us [ə'laɪk],相似的；相像的,,,"(adjective) Having resemblance or similitude; similar; without difference. | (adverb) In the same manner, form, or degree; in common; equally.",,"adj. 相似的；相像的
adv. 十分相像地，很相似地；两者都，同样地；同等对待地，一视同仁地
n. (Alike) （印、美）艾立凯（人名）"
10444,特性,类别,类别,类似,a.,analogous,,en [ə'næləgəs] us [ə'næləɡəs],相似的；类似的,,,"(adjective) Having analogy; corresponding to something else; bearing some resemblance or proportion (often followed by ""to"".)",,adj. 类似的；[昆] 同功的；可比拟的
,特性,类别,类别,类似,,analogy,5990,英 [ə'nælədʒɪ] 美 [ə'nælədʒi],n. 类比；类推；类似,,The teacher drew an analogybetween the human heart and a pump.  老师打了个比喻，把人的心脏比作水泵。There are no analogies with any previous legal cases. 以往的法律案件没有哪一宗可与此案类比。learning by analogy用类推法学习,"(noun) A relationship of resemblance or equivalence between two situations, people, or objects, especially when used as a basis for explanation or extrapolation.",,
,特性,类别,类别,类似,,comparable,4683,英 ['kɒmp(ə)rəb(ə)l] 美 ['kɑmpərəbl],adj. 类似的，可比较的；同等的，相当的,,,(noun) Something suitable for comparison. | (adjective) (often with to) Able to be compared (to).,,
19300,特性,类别,类别,类似,n.,facsimile,,en [fæk'sɪmɪlɪ] us [fæk'sɪməli],复制品；传真,,,(noun) A copy or reproduction. | (verb) To send via a facsimile machine; to fax.,,"n. 传真；复写
adj. 复制的
vt. 传真；临摹"
11485,特性,类别,类别,类似,a.,homogeneous,,"en [,hɒmə(ʊ)'dʒiːnɪəs; -'dʒen-] us [,homə'dʒinɪəs]",同类的，同质的,,,"(adjective) Of the same kind; alike, similar.",,adj. 均匀的；[数] 齐次的；同种的；同类的，同质的
16813,特性,类别,类别,类似,n.,look-alike,,"en ['lukə,laik] us [ 'lukə,laik ]",极为相像的事物（或人）,,,(noun) Someone who physically resembles (looks like) someone else.,,"n. 极为相像的事物（或人）
adj. 极为相像的"
,特性,类别,类别,类似,,parallel,5915,英 ['pærəlel] 美 ['pærəlɛl],类似物;相似之处,,It's an ecological disaster with no parallel anywhere else in the world.这是一场在世界其他地方都没有出现过的生态灾难。an achievement without parallel in the modern era现代无可比拟的成就,(noun) One of a set of parallel lines. | (verb) To construct or place something parallel to something else.,,
9464,特性,类别,类别,类似,n.,replica,,en ['replɪkə] us ['rɛplɪkə],复制品,,,(noun) An exact copy.,,n. 复制品，仿制品；模型；摹本
7685,特性,类别,类别,类似,n.,resemblance,,en [rɪ'zembl(ə)ns] us [rɪ'zɛmbləns],相似；相似之处；相似物,,,(noun) The quality or state of resembling,,n. 相似；相似之处；相似物；肖像
21991,特性,类别,类别,类似,n.,whatnot,,en ['wɒtnɒt] us ['wɑtnɑt],类似的东西；（由于拿不准而不指名）某种东西，不可名状的东西,thingamajig; thingamabob,"Some went ahead of the caravan and came upon the whatnot tree. 走在商队前面的人来到了无名树下.Let's meet on Monday night and we can get dinner or whatnot.我们周一晚上见吧,可以吃个饭什么的.",(noun) A small unspecified object; bric-a-brac (in plural),,n. 放古董的架子；不可名状的东西
8878,特性,类别,类别,缺点,n.,downside,,en ['daʊnsaɪd] us ['daʊnsaɪd],负面，缺点；下降趋势,,an option with a downside as well as benefits既有利又有弊的选择；a magazine feature on the downside of fashion modelling杂志上一篇关于时装模特业阴暗面的特写；the upsides and downsides of home ownership拥有房屋的优势和缺点,(noun) A disadvantageous aspect of something that is normally advantageous.,,"n. 负面，缺点；下降趋势；底侧
adj. 底侧的"
9844,特性,类别,类别,缺点,n.,loophole,,en ['luːphəʊl] us ['luphol],漏洞；枪眼,,exploiting some loophole in the law to avoid prosecution通过钻法律漏洞躲避检控；close existing loopholes堵住现有的漏洞,"(noun) A slit in a castle wall; today, any similar window for shooting a ranged weapon or letting in light. | (verb) To prepare a building for defense by preparing slits or holes through which to fire on attackers",,n. 漏洞；枪眼；换气孔；射弹孔
22510,特性,类别,类别,缺点/污点,n.,blotch,,en [blɒtʃ] us [blɑtʃ],（皮肤、植物、物体等上面不规则的）斑点，污点 ,,He had come out/become covered in dark red blotches.  他身上长出了一块块深红色的斑。,(noun) An uneven patch of color or discoloration. | (verb) To mark with blotches.,,"n. 斑点；污点；疙瘩
vt. 弄脏"
23679,特性,类别,类别,缺点/污点,a.,dappled,,en ['dæpld] us [ 'dæpld ],斑纹的；有斑点的,,the cool dappled light under the trees树下凉爽斑驳的光点,"(verb) To mark or become marked with mottling or spots. | (adjective) Having a mottled or spotted skin or coat, dapple.",,"adj. 斑纹的；有斑点的；花的
v. 起斑纹（dapple的过去式和过去分词）"
15812,特性,类别,类别,缺点/污点,n.,fleck,3,en [flek] us [flɛk],斑纹；斑点；微粒,v.,"His hair was dark, with flecks of grey. 他的黑发间有缕缕银丝。His hair was flecked with paint. 他的头发上粘有点点油漆。",(noun) A flake | (verb) To mark with small spots,,"n. 斑点；微粒，小片
vt. 使起斑点；使有斑驳
n. (Fleck)人名；(德、法、意、英、匈、罗)弗莱克"
18705,特性,类别,类别,缺点/污点,n.,grime,,en [graɪm] us [ɡraɪm],尘垢；污点；煤尘,,a face covered with grime and sweat满是污垢和汗水的脸,"(noun) Dirt, grease, soot, etc. that is ingrained and difficult to remove. | (verb) To begrime; to cake with dirt.",,"n. 尘垢；污点；煤尘
vt. 使污秽；使…弄脏
n. (Grime)人名；(法)格里姆"
33607,特性,类别,类别,缺点/污点,n.,lacuna,,en [lə'kjuːnə] us [lə'kjʊnə],（文件、论点等中对重要问题的）缺漏，脱漏，遗缺,,There are still major lacunae in the material available.手边的材料依然存在严重缺漏。,(noun) A small opening; a small pit or depression.,,"n. 空隙；空白；[生物] 腔隙
n. (Lacuna)人名；(西)拉库纳"
31385,特性,类别,类别,缺点/污点,n.,smut,,en [smʌt] us [smʌt],煤灰；污点；污言秽语；淫秽作品,,"talk smut出言猥亵；Porn, in his view, is far from being harmless smut.  从这种观点来看，黄色作品根本就不是无害的淫秽材料。 ",(noun) Soot. | (verb) To stain (or be stained) with soot or other dirt.,,"n. [植保] 黑穗病；煤尘；污迹
vi. 弄脏；患黑穗病
vt. 弄脏；使害上黑穗病
n. (Smut)人名；(泰)沙穆"
10697,特性,类别,类别,缺点/污点,n.,speck,,en [spek] us [spɛk],污点；斑点；少量；微粒,,not a speck of truth in her story在她的故事中没有一点真实,"(noun) A tiny spot, especially of dirt etc. | (verb) To mark with specks; to speckle.",,"n. 灰尘；污点；小颗粒
vt. 使有斑点
n. (Speck)人名；(英)斯佩克；(德)施佩克"
35063,特性,类别,类别,缺点/污点,n.,speckle,,en ['spek(ə)l] us ['spɛkl],小斑点；褐斑,,,"(noun) A small spot or speck on the skin, plumage or foliage. | (verb) To mark with speckles.",,"n. 斑点，色斑
v. 用斑点做标记；弄上斑点"
23674,特性,类别,类别,缺点/污点,n.,splotch,,en [splɒtʃ] us [ splɔtʃ ],(尤指某种液体的)大块污渍，大斑块,,,(noun) An irregular-shaped spot or stain. | (verb) To mark with splotches.,,"n. 污点；斑点
vt. 使…有斑点"
16822,特性,类别,类别,缺点/污点,n.,taint,11586,英 [teɪnt] 美 [tent], (地位、名誉的)玷污，污点，瑕疵,,Her government never really shook off the taint of corruption...她的政府从来没有真正摆脱掉腐败的阴影。,"(noun) A contamination, decay or putrefaction, especially in food | (verb) To contaminate or corrupt (something) with an external agent, either physically or morally.",,adj. 污染的；感染的
16201,特性,类别,类别,同样,n.,homogeneity,,"en [,hɒmə(ʊ)dʒɪ'neɪɪtɪ; -dʒɪ'niːɪtɪ; ,həʊm-] us [,hɑmədʒə'niəti]",同质；同种,,There is a remarkable homogeneity between the two companies. 那两家公司极为相似.,(noun) The condition of being homogeneous,,n. 同质；同种；同次性（等于homogeneousness）
18116,特性,类别,类别,同样,n.,sameness,,en ['seɪmnɪs] us ['semnəs],相同；千篇一律；单调,," She grew tired of the sameness of the food. 饭菜单调，她都吃腻了。The very sameness of the day's routine was tiring. 每天的日程千篇一律,令人厌倦.",(noun) The quality of being the same; identity.,,n. 相同；千篇一律；单调
5926,特性,类别,类别,样本,n.,specimen,,en ['spesɪmɪn] us ['spɛsəmən],样品，样本,sample;demo,Job applicants have to submit a specimen of handwriting.求职者必须要提交一份笔迹样本。a specimen bank note样钞；He is a fine specimen of his class.他是他那类人的典型代表。,(noun) An individual instance that represents a class; an example.,,n. 样品，样本；标本
19229,特性,类别,类别,样本,n.,swatch,,en [swɒtʃ] us [swɑtʃ],样品；样本；小群,,a swatch of alumni一小群校友,"(noun) A piece, pattern, or sample, generally of cloth or a similar material. | (verb) To create a swatch, especially a sample of knitted fabric.",,n. 样本，样品
14973,特性,类别,类别,综合,a.,integrative,,"en ['ɪntɪɡreɪtɪv] us [,ɪntə'ɡretɪv]",综合的,,,(adjective) Tending toward or promoting integration,,adj. 综合的
21362,特性,类别,类别,综合,a.,omnibus,3,en ['ɒmnɪbəs] us ['ɑmnɪbəs],综合性的；总括的,,,"(noun) A vehicle set up to carry many people (now usually called a bus). | (verb) To combine (legislative bills, etc.) into a single package.",,"n. 公共汽车；精选集；文集
adj. 综合性的；总括的；（包括）多项的"
19487,特性,品质,差劣,差劣,a.,abysmal,,en [ə'bɪzm(ə)l] us [ə'bɪzməl],深不可测的；极糟的,,The quality of her work is abysmal.  她工作的质量糟透了。abysmal despair 完全失望 ,"(adjective) Pertaining to, or resembling an abyss.",,adj. 深不可测的；糟透的；极度的
48944,特性,品质,差劣,差劣,a.,arrant,,en ['ær(ə)nt] us ['ærənt],彻头彻尾的；完全的,,That's arrant nonsense.那完全是一派胡言。an arrant coward.十足的懦夫,"(adjective) Utter; complete (with a negative sense). | (adjective) Straying from the proper course or standard, or outside established limits.",,adj. 极恶的；声名狼藉的；彻头彻尾的
3606,特性,品质,差劣,差劣,a.,bitter,,en ['bɪtə] us ['bɪtɚ],苦的；严酷的；难于接受的；痛苦的；剧烈的；怨恨的，愤愤不平的,,"a bitter taste苦味；a bitter smile苦笑；bitter tears辛酸的眼泪；bitter remarks刻薄话, 恶毒的话；bitter discipline严格的训练；a bitter argument激烈的争论；bebitter against强烈反对；get one's bitters[美]受到应得的处罚","(noun) (usually in the plural bitters) A liquid or powder, made from bitter herbs, used in mixed drinks or as a tonic. | (verb) To make bitter.",,"adj. 苦的；痛苦的；尖刻的；充满仇恨的
n. 苦味；苦啤酒
adv. 激烈地；严寒刺骨地
vt. 使变苦
n. (Bitter)人名；(英、法、德、芬、捷、匈)比特"
